"pid","index","RT","length","content","eval","meaningful","engagement"
"199",18,300.22,737,"', 'I made about 4 this time because I realised that over 30 would probably give me a profit as I only had to move over 5 circles with small gains and losses on each one.', 'I clicked on the ends of the rows, but clicked on more ends systematically this time.', 'I used the same strategy by starting at the same place each time and going round in the same direction.', 'Because the ends of the rows have the largest amounts and there are only 5 moves to get to the end, so anything over 30 usually makes a profit.', ""Don't stop clicking till you get a good amount to aim for."", 'It will depend and could be up to 10.', 'I will start in the same place as before at the bottom right.', 'I will click on the end of the rows moving anticlockwise until I get a large amount.', '",4,TRUE,2
"200",3,133.04,366,"['i am unsure', 'i just clicked in any direction i didnt have a strategy', 'no', 'i think it is just a case of luck and i dont have much, i also dont know what strategy to use', 'i am not sure as i feel it is the luck of the draw and there isnt a strategy to it', 'i am unsre', 'maybe towards the end of the line rather than the start', 'i will access the end of the arrows and not the first node', '",1,TRUE,2
"200",6,90.82,366,"', '1 to 3', 'the end nodes', 'yes the end nodes and if there was a higher number i went that way regardless of what was in the middle nodes', 'it gave me a good idea of where the most points would be', 'click the end nodes until you get a figure you are happy with', '1-3', 'the same as the last round', 'depends on what figures it shows per click, if i get a high green i will go in the direction', '",4,TRUE,2
"200",9,97.15,352,"', '2-5', 'the end nodes', 'clicked the end nodes to find the higher green scores and therefore avoid the reds', 'i think the more clicks the more chance of a higher green', 'click the end nodes and then go the direction of the highest green', '2-5', 'the same, the end nodes', 'it depends if get green or red, if get a high green go in that direction, f get red avoid that direction\n', '",4,TRUE,2
"200",12,72.03,257,"', '2-5', 'the same as the past few rounds, the end nodes', 'clicked the end nodes to try and reveal the higher green numbers', 'same as before, trying to eliminate the high reds', ""click the end nodes until your'e happy to go in that direction"", '2-5', 'end ndoes first', 'end nodes first', '",4,TRUE,1
"200",15,93.11,370,"', '2-5', 'i am using the same technique as the last few rounds', 'i am using the same strategy as the last few rounds and i will continue to use this as its working', 'its good for identifying the high reds and high greens', 'click the end nodes until you are happy with a figure and go that way', 'same as before 2-5', 'same as before, end nodes', 'same as last few rounds, i will click the end nodes', '",5,TRUE,2
"200",18,63.33,230,"', '2-3', 'same as last few rounds', 'same as last few rounds, always clicking end nodes', 'i am able to see the end which is usually a win win option', 'same as previous advise, click the end nodes first', '2-5', 'end nodes', 'end nodes until find number i like', '",5,TRUE,1
"201",3,186.05,304,"['12', 'On the nodes', 'Not particularly. Just tried to check the values of nodes that had several movement options. ', ""I feel I could learn something to earn more. I think. Or maybe it's just up to chance. "", ""Maybe: don't spend so much on checking the value of nodes?"", 'Less. ', 'More on the end nodes. ', 'More on the end nodes. ', '",2,TRUE,2
"201",6,178.81,459,"', 'Around 4.', 'On the ending nodes. ', 'I clicked the ending nodes until I got one with a good value relative to how much I would have to spend revealing more nodes. ', ""Clicking on the ending nodes at least gives me SOME idea of what score I could end up with; although I could run across large negative nodes on the path there - but that didn't quite happen yet. "", 'Click on the end nodes!', 'As many clicks until I find a good value end node.', 'The end nodes. ', 'Pick the end nodes. ', '",4,TRUE,2
"201",9,119.71,343,"', 'Around 5 to 8 clicks', 'The end nodes', 'I clicked the end nodes until I found a sufficiently high number', 'Clicking the end nodes at least gives me some idea of where I will end up and a guarantee of a decently high number. ', 'Click the end nodes until you get a sufficiently high one. ', '1-10', 'The end nodes.', 'I might click more nodes to find the highest value. ', '",4,TRUE,2
"201",12,122.46,394,"', 'Around 10', 'The end nodes', 'I selected as many end nodes as I could until I was sure I had found a high enough number. ', 'Because $1 per node is not that high and it seems worth it to use that a lot to find a high value node. ', 'Click on as many end-nodes until you find a high value node. ', 'As many until I find a high value node. ', 'The end nodes. ', 'Click end nodes until I find a sufficiently high value node. ', '",5,TRUE,2
"201",15,175.87,543,"', '4 or 5', 'the end nodes', 'i clicked as many end nodes as i could until found a sufficiently high value node', ""the transition nodes don't seem to have high negative numbers. and since revealing nodes only costs $1, and that the green nodes can vary a lot, it seems worth it to keep revealing end nodes until you find a high value node. "", 'keep clicking end nodes until you find a high value node (anywhere from +28 minimum) ', 'as many as it takes until i find a high value node', 'the end nodes', 'reveal the end nodes until i find one at least +28 value then go there', '",5,TRUE,2
"201",18,85.6,274,"', '3 to 8 clicks', 'the end nodes', 'click the end nodes until i found one of high value', 'same reasons as the last round', 'same reasons as last round', 'same reasons as last round. keep clicking until i find one over +28 value', 'the end nodes', 'click end nodes until i find one valued at +28 at least', '",5,TRUE,1
"202",3,101.38,69,"['3', 'on node', 'none', 'do not know', 'trust your instincts\n', '1', 'on the nodes ', 'go sideways', '",1,TRUE,1
"202",6,87.2,63,"', '1', 'on node', 'none', 'had more practice', 'take your time', '1', 'any direction\n', 'none\n', '",3,TRUE,1
"202",9,80.56,53,"', '1', 'on node', 'no', 'do not know', 'follow instructions', '1', 'anywhere', 'none', '",2,TRUE,1
"202",12,53.91,41,"', '1', 'anywhere', 'none', 'do not know', 'none', '1', 'anywhere', 'none', '",2,TRUE,1
"202",15,55.83,52,"', '1', 'anywhere', 'no', 'bad choices', 'make good choices', '1', 'anywhere', 'none', '",1,TRUE,1
"202",18,61.37,61,"', '1', 'anywhere', 'no', 'bad choices', 'do not make bad choices', '1', 'do not know', 'none', '",1,TRUE,1
"203",3,93.46,265,"['4 ', 'I used my cursor keys and gave my path alot of thought', 'Not really I just went with my gut feelings', 'I think it was judgement in a way and going with my feelings', 'give it some thought and try and make a plan and work strategicaly', '4', 'further up and to the right', 'my judgement', '",4,TRUE,1
"203",6,81.81,224,"', '4', 'I used my cursor keys as before', 'not really I just went with what i used before', 'im just trying to use my brain to think of a logical path for the spider to go', 'try and be strategic and dont rush', '4', 'further to the left', 'same as before', '",4,TRUE,1
"203",9,64.53,199,"', '5', 'I was trying to be strategic\n', 'not really but this time did not work so well', 'I think it was more luck than judgement this time round', 'dont rush, take your time and think', '5', 'top centre', 'same as the first round', '",3,TRUE,1
"203",12,69.93,210,"', '3', 'just used my gut instinct', 'not really Im beginning to see that this is very much trial and error', 'im not quite sure why things are not working now', 'take your time and be careful where you click and dont rush', '4', 'top', 'none', '",2,TRUE,1
"203",15,55.57,94,"', '4', 'top right', 'not this time no', 'i am trying to be more strategic', 'be strategic and think', '4', 'top right', 'none', '",3,TRUE,1
"203",18,85.43,112,"', '4', 'left hand side mostly', 'no', 'i started off well but i think its just luck', 'take your time and think', '4', 'right hand side', 'none', '",3,TRUE,1
"204",3,120.3,215,"['zero', 'I just moved in a random direction', 'I tried each direction for each different round', 'Just by chance', 'Click to reveal what the node represents to decide which direction to go in', 'A few', 'At the first node', 'Think about it more', '",1,TRUE,1
"204",6,116.17,211,"', 'I made one click', 'I clicked on a node before making my first move to know which direction to go in', 'not really', 'I made random guesses again', 'not sure', 'depends on how much money i have made', ""I'm not sure"", 'I will see how I feel', '",2,TRUE,1
"204",9,97.78,170,"', 'Two', ""I'm not sure"", 'Not really, its hard to have a particular strategy and stick to it ', 'I think it was just by chance', ""I'm not sure"", 'will see how I feel', ""I'm not sure"", 'No real strategy', '",3,TRUE,1
"204",12,90.19,190,"', 'Two', 'At the first three nodes', 'I revealed the value of the first three nodes and then moved based on that and then I just moved where I felt like it', 'Chance', ""I'm not sure"", 'Three', 'First three nodes', 'Random', '",4,TRUE,1
"204",15,38.98,61,"', 'one', 'First node', 'First node', 'Chance', 'Not sure', 'Not sure', 'Not sure', 'Not sure', '",1,TRUE,1
"204",18,36.03,66,"', 'Not sure', 'I clicked randomly', 'No', 'Chance', 'Not sure', 'Not sure', 'Not sure', 'Not sure', '",1,TRUE,1
"205",3,122.86,222,"['I did not click the nodes', 'I did not click the nodes', 'I wanted to go to each section once', 'The third round I hit mostly minus numbers', 'Use the node indicator more, I did not use it', '4', 'towards the left hand side\n', 'use the node indicator', '",2,TRUE,1
"205",6,87.28,148,"', '3\n', 'all routes', 'no strategy, clicked all nodes', 'I was able to score better than the first round\n', 'Use the node indicator\n', '3', 'all nodes', 'I will click on all nodes', '",4,TRUE,1
"205",9,133.47,265,"', 'I clicked on all the nodes', 'I clicked on all the noes\n', 'I decided to follow the + numbers ', 'I scored a lot less than the previous rounds\n', ""use the node indicator, don't always follow the + number."", 'all nodes', 'all nodes', 'to maybe follow a -1 number which may lead me to + nbumbers', '",1,TRUE,1
"205",12,75.96,298,"', 'I clicked on 2 nodes', 'no particular order', 'NO', 'I scored better this time', ""use the node indicator still however it's still a game of chance"", ""not sure, I believe the clicks aren't helping as much as I thought they would"", 'no clicks', 'I may just move the spider in the way I did in the first round, with no indication', '",4,TRUE,2
"205",15,62.32,197,"', '0', 'I did it by chance this time', 'I was doing it at random', ""I didn't receive a - score"", ""This is a game of chance, the node indicator isn't always helpful"", '0', 'Not sure, I might leave this to chance as well', 'Random', '",3,TRUE,1
"205",18,58.22,172,"', '0', 'I clicked at random', 'No it was random', 'this is a chance game', ""I don't think the node indicator is helpful, it leads you into a false sense of security!"", '0', 'unsure', 'Random clicks again', '",2,TRUE,1
"206",3,107.28,211,"['0', ""i didn't i tried to figure out if i could do without doing that"", ""no i didn't, just gut instinct"", 'because i essentially went in blind, not informed', 'click on nodes to give you a better chance', '2', 'not sure yet\n', 'gut instinct', '",2,TRUE,1
"206",6,83.92,187,"', '3', 'end points to see where or where not to go', 'no, gut instinct', 'because i had a aim/direction', 'try to discover information to inform your decisions', '3', 'gut instinct/end points', 'gut instinct/end points', '",4,TRUE,1
"206",9,77.09,162,"', '4', 'end points to help with direction', 'end points', 'because revealing end points gave me a direction', 'click on end points to give you direction', '3', 'end points', 'none, gut instinct', '",4,TRUE,1
"206",12,72.36,189,"', '4', 'end points to help with direction', 'end points', 'because you have information to help with decision making', 'get information to help make decisions', '4', 'end points', 'get information to help move the spider', '",4,TRUE,1
"206",15,63.18,179,"', '4', 'end points', 'get information to help with decision making', 'because i gave myself a chance', 'get information to help with decision making', '4', 'end points', 'same as before, reveal end point scores', '",4,TRUE,1
"206",18,70.32,188,"', '3', 'end points', 'to gain information first', 'because gaining information helps inform decision making', 'get information up front to help with decision making', '3', 'end points', 'end points to reveal information', '",5,TRUE,1
"207",3,96.23,157,"['2', 'right', 'trying a different direction each time', ""random chance and I'm not normally a lucky person!!!"", ""don't spend a dollar unlocking nodes"", '5', 'to the left', 'random chance', '",3,TRUE,1
"207",6,100.15,216,"', 'not really sure what you mean by this ?5\n', 'clicked up', 'no, I accidentally clicked using the mouse instead of arrow keys on the first run', 'because I got confused and did the wrong thing!', ""quit while you're ahead!"", '6', 'right\n', 'chance', '",1,TRUE,1
"207",9,69.02,84,"', '5', 'right', 'chance\n', 'luck (or not) of the draw', 'just wish them good luck', '5', 'all over\n', 'random hits\n', '",2,TRUE,1
"207",12,77.68,144,"', '5', 'wherever I liked the pattern', 'nope', 'chance', 'dont waste money checking the nodes', 'as many as needed\n', 'everywhere', 'uncover everything and walk the best route', '",3,TRUE,1
"207",15,116.71,298,"', 'about 12', 'all the outlying nodes to see what they contained then fastest route to highest number', 'uncover outlying nodes and hope to make more than i lost in getting to highest figure.', 'because i rethought my strategy', 'spend some money to uncover your destination point!', '12', 'all outlying nodes', 'careful planning', '",5,TRUE,2
"207",18,110.59,292,"', '15', 'outlying nodes to see what they contained', 'uncover the last points, and work out quickest route to highest value', ""because I managed to think through the covid fog in my brain and rethink a strategy that wasn't working.  "", 'Spend some money wisely to plan your optimum route', '15\n', 'outlying nodes', 'planned', '",5,TRUE,1
"208",3,228.21,346,"['1', 'Random', ' No strategy, other than picking a direction', 'I think it was random, and therefore am unsure that any particular strategy would work', ""I don't have any at the moment, I am hoping the next rounds will help"", 'Definitely more than one click per round!', 'I need to look again, so I have no plan until I see it.', 'I may click in different sections of the web', '",2,TRUE,2
"208",6,145.54,383,"', ""Quite a few, I didn't count them, I decided based on what appeared"", 'I clicked on the square I had to finish on', 'Yes, clicking the final destination ', 'More clicks equals more information', 'At least click on some of the  final destinations on the web', 'It depends on the information I have after a few clicks', 'At the final destination and on the path, in various points', 'The final destination strategy', '",3,TRUE,2
"208",9,208.44,347,"', 'A random amount', 'I clicked on the nodes that had a choice of two directions', 'Yes clicking the nodes with a choice of directions', 'It was a reasonable assumption to make', 'Click on the node that gives you a choice of directions', 'Probably the same', 'On the nodes with a choice of direction', 'Using the nodes with a choice of direction along with the final destination', '",3,TRUE,2
"208",12,1445.38,373,"', 'As many as I needed minus the biggest amount at the destination node', 'First at the nodes with a choice of direction, then destination nodes', ' Clicking the choice node and destination node\n', 'I think I am not adding up the sums\n', 'I would give the tip that it is worth spending the $1 to judge the nodes', 'Quite a few', 'Same as before', ""Previous strategy as I haven't come up with another one."", '",3,TRUE,2
"208",15,142.11,416,"', 'As many as I needed', 'At each point where I had a choice of where to go next', 'Used then nodes with a choice, and then final destinations. THe $1 was worth using if you can make more than the cost of the clicks', 'I stopped worrying about the cost of clicking the nodes', ""Don't worry about the cost of the nodes, try to work out if you would be in profit or not"", 'As many as required', 'Same as the previous round', 'Same strategy as before', '",4,TRUE,2
"208",18,150.94,305,"', 'As many as required', 'the first three directions I could take', 'Check the final destination', 'You can work out the amount of clicks at $1 then click on a higher amount that is in a destination', 'Spend your $1', 'As many as required', 'Same as before', 'Same as before, counting the cost per click used and hoping to make a profit', '",4,TRUE,2
"209",3,257.56,334,"['3 or 4', 'In well connected nodes ', 'Revealed nodes with many connections, then later revealed a final destination node', ""There's always a bit of trial and error at first."", ""Don't worry too much about the cost of a click, a good node will pay for itself "", 'More than when I started. Maybe 6 or 7.', 'well connected nodes and more final nodes', 'More clicking', '",3,TRUE,2
"209",6,201.52,272,"', 'Around 10', 'On the well connected nodes and then tried to find a green path', 'Tried to reval a likely good path', 'I thought that revealing more might be good, but it was only a partial success', ""Don't be afraid to click"", '10 - 12', 'Same as the other rounds', 'As before try to find a green path', '",3,TRUE,2
"209",9,136.49,237,"', 'About 6', 'Found some good end nodes and worked backwards', 'Found a high paying end node, then the fewest clicks to make it work without too much risk', 'I got a bit lucky', 'Find a good end node and take it from there', '6 or 7', 'Same as before', 'Same as before', '",4,TRUE,1
"209",12,101.23,176,"', '12', 'On lots of end nodes', 'Try and find a high paying end node', 'Bad luck. And I clicked far too many times.', ""Don't take advice from me. Just experiment."", '10', 'End nodes all the way', 'End nodes.', '",2,TRUE,1
"209",15,136.34,228,"', '6 or 7', 'End nodes almost entirely', 'Select as many end nodes as necessary before finding a good one', 'I got lucky. Maybe my strategy is better than it was.', ""Don't be afriaid to experiment"", '8', 'End nodes', 'Get a big scoring end node then go for it', '",4,TRUE,1
"209",18,143.5,192,"', '12', 'End nodes', 'As many end nodes as I needed', 'I seem to have a strategy now', 'Reveal as many end nodes as is necessary for a reasonable return', '10', 'same as before', ""saame as before .... I'm too old to change!"", '",4,TRUE,1
"210",3,110.61,111,"['2', 'extremes', 'no', 'maybe be willing to spend more money to click', 'click from first round', 'more', 'extremes', 'try not to lose money', '",3,TRUE,1
"210",6,128.8,160,"', '2 each round more or less', 'extremes', 'no', 'I clicked in order to select where I wanted to go', 'click to decide where to go', 'same amount', 'extremes', 'search for the highest extreme', '",4,TRUE,1
"210",9,169.53,187,"', 'enough to find a good earning', 'extremes', 'no', 'I found where I would earn a good amount of money', 'search for an earning which is approx $50', 'as many as I need', 'extremes', 'try to find node with $50 on them', '",3,TRUE,2
"210",12,87.51,156,"', 'enough needed to find a node with approx $50 on it', 'extremes', 'no', 'the stakes were lower this time', 'click extremes ', 'enough needed', 'extremes', 'try and find approx $50 nodes', '",4,TRUE,1
"210",15,101.22,149,"', 'how many I needed to find a node with enough money', 'extremes', 'no', 'luck', 'click arrival points', 'as many as I need', 'extremes', 'try to find a node with approx $50 on it', '",3,TRUE,1
"210",18,89.08,179,"', 'as many as I needed', 'extremes', 'no', 'the nodes had low stakes on them', 'click arrival points', 'as many as I need to find a good arrival node', 'extremes', 'just try to find a node with approx $50 on it', '",4,TRUE,1
"211",3,64.05,87,"['4', 'middle of the outside webs', 'No', 'Guessing/Chance', 'click the nodes,', '4', 'the outside webs', 'click more', '",3,TRUE,1
"211",6,62.2,81,"', 'too many', 'the outside webs', 'No', 'I felt unlucky', 'Take a chance', '6', 'up', 'click on the outside webs', '",1,TRUE,1
"211",9,47.59,82,"', '3', 'the outside webs', 'No', 'I lost money', 'Click and check more', 'Click more', 'the outside', 'Click more', '",2,TRUE,1
"211",12,62.97,122,"', '2', 'The outside webs\n', 'Stopped clicking when I hit a big number', 'I did better than the last round', 'Take a chance', '4', 'Outside webs', 'Random', '",3,TRUE,1
"211",15,54.53,121,"', '4', 'each center of the web', 'clicking the middle of the webs', 'I earned more that round', 'Click and check more', '5', 'the outside webs', 'random', '",4,TRUE,1
"211",18,51.47,108,"', '7', 'nearly everywhere', 'clicking more', 'I clicked more', 'Click and check more', 'more', 'everywhere', 'Click and check before I move', '",4,TRUE,1
"212",3,159.3,349,"['1', 'top most node', 'if it was a red number on one side, I went the opposite direction', 'because there is a right or wrong side', 'go the opposite direction if you get a red number at the top most or lowest node. if you get green number, then just follow to it.', '0-1', 'top most or lowest nodes', 'whether i get a red or green number, then go opposite direction if its red.', '",3,TRUE,2
"212",6,163.35,368,"', '1', 'top/lowest node of each section', 'I went the opposite mirror direction if red number was on one side', ""It didn't work properly this time because the opposite mirror direction was alos a red number"", 'Click once on the top/lowest node in each section to see what the number is', '1', 'the top or lowest nodes in each section', ""if I click on red, I'll go opposite side but different section"", '",3,TRUE,2
"212",9,167.8,424,"', '1', 'Top/lowest node in section', 'I tried to check and see if numbers were higher elsewhere in section but it didnt work', 'I should have not been greedy and followed through to 9 in the final round. But I thought I might be able to get more.', ""If you've clicked on a green number, then follow through to it even if its low, or you could lose more money."", '1', 'top and lowest nodes in each section', 'Same as before. go opposite if its a red number', '",1,TRUE,2
"212",12,218.54,384,"', '1', 'nodes near the most edge', 'Same as before. If I got a green number i followed through. if it was red I went the opposite direction', 'Red/Green numbers are placed in opposite to one another?', 'If you see a red number, go opposite direction', '1', ""not on opposite mirror sections. I'll go opposite side, but higher or lower section."", 'If I get red number, go opposite side. If green, follow through to it', '",5,TRUE,2
"212",15,175.54,303,"', '1', 'edge most nodes in a section', 'no strategy. just trying to locate red/green numbers', 'I think there are more red numbers hidden in the nodes than green as the game progresses', 'Just follow through if you click on a node with a green number', '2', 'top section and bottom', 'try to find a green on if red, try opposite side.', '",2,TRUE,2
"212",18,121.13,233,"', '2', 'opposite sides', 'tried to locate green numbers', 'I think there are more red numbers hidden', 'Click on two areas in the board as you progress in the game because there are more red numbers in later rounds', '2', 'edge nodes', 'try to locate green numbers', '",2,TRUE,1
"213",3,86.91,54,"['0', 'JUST GUESSED', 'no', 'it pot luck', 'just guess', '1', '2', 'near end choices', '",3,TRUE,1
"213",6,57.06,57,"', '2', 'the end', 'none', 'im not sure', 'just guess', '0', '0', 'im going to just guess', '",1,TRUE,1
"213",9,84.74,94,"', '0', 'just guessed', 'no', 'im not sure', 'i have no idea this game is hard. maybe use more clicks', '5', '5', 'more clicks', '",1,TRUE,1
"213",12,62.27,111,"', '10', 'end goal', 'clicled on end goal and chose the highest', 'used more clicks', 'use clicks', 'use more clicks', 'end options', 'use more', '",4,TRUE,1
"213",15,65.95,127,"', '10', 'the end goals', 'clicked till i found a high earner', 'i used more clicks', 'use your clicks', '10 or more', 'at the ends ', 'end clicks and use more', '",5,TRUE,1
"213",18,72.68,131,"', '10 or more', 'at the ends', 'chose the highest earner', 'because i used clicks', 'use your clicks always', '10 or more', 'at the ends', 'use clicks on all ends', '",4,TRUE,1
"214",3,82.32,152,"['6', 'On the arrow keys', 'No', 'I hit a large minus on the last move', 'Nothing - just go straight and hope for the best', '6', 'Arrow keys', 'Get to the top as quickly as possible', '",2,TRUE,1
"214",6,66.23,154,"', '6', 'on the arrow keys', 'No', 'Minus numbers much higher than positive ones', 'Maybe check the nodes towards the end', '7', 'Further down the web', 'Check some nodes for their value', '",1,TRUE,1
"214",9,70.82,157,"', '5', 'arrow keys', 'just tried different areas', 'Some bigger positive numbers were there', 'Change the areas you go to each round', '6', 'Arrow keys - maybe down', 'Change the area I go', '",3,TRUE,1
"214",12,70.83,159,"', '8', 'Tried to go left this time', 'Just changing direction', 'More negative numbers than positive', 'Change direction each round', '7', 'Down rather than across', 'Just changing direction', '",2,TRUE,1
"214",15,88.3,275,"', '7', 'Just random ones this time', 'Just went a different way', 'The negative numbers are much higher than the positive. If this is not planned I have just been really unlucky.', 'No point planning as there are always high negative numbers at the end', 'Not sure', '6', 'Just guess and hope for the best.', '",2,TRUE,1
"214",18,52.13,88,"', '6', 'to the right', 'no', 'Again positive numbers lower than negative', 'Just guess', '6', 'Not sure', 'Just random ', '",2,TRUE,1
"215",3,77.78,81,"['3', 'on the nodes', 'no', ""I'm not sure"", 'Try to check end nodes first', '6', 'end nodes', 'select end nodes', '",2,TRUE,1
"215",6,99.51,327,"', '5', 'I chose an end node until I reached a higher scoring one. Then I selected the path nodes.', 'choose end nodes to see end value', 'I seemed to find a higher scoring end node which would improve my score.', 'select end nodes to see what you end up with', '6', 'on end nodes and then the path', 'look to see which end nodes profit and check out its path', '",3,TRUE,2
"215",9,82.9,219,"', ""I didn't"", 'On end nodes', 'See if end nodes had good scores or not', 'I was able to find some good scoring end nodes', 'make sure you look at end nodes', ""don't know"", 'end nodes', 'check end nodes and path to see if you would increase your score', '",3,TRUE,1
"215",12,83.83,275,"', ""I'm not sure, sorry"", 'check the end nodes for their scores', 'select end nodes to see their scores', 'I checked some of the end nodes and chose a path that would increase my score.', 'Check end nodes', ""don't know"", 'end nodes to find a good scoring one', 'select end nodes to see what their scores are', '",3,TRUE,1
"215",15,100.97,334,"', ""I didn't decide that"", 'I clicked until I found a decent scoring end node.', 'just checking scores of end nodes until finding a decent scoring one and then checking its path.', 'I managed to improve my score.', 'Check end nodes to ensure you have a good finishing spot.', 'as many as I need to', 'End nodes', 'Check end nodes and resulting path for a good score.', '",4,TRUE,2
"215",18,126.11,487,"', ""I didn't recall."", 'I chose various end nodes until reaching a decent score. Then I checked its path to see if it was good or not.', 'I tried to find a higher scoring end node that would result in an increase in my total.', 'I was able to reach positive improvement during the round.', 'Check to find a decent scoring end node, as before.', 'As many as required', 'I plan to choose end nodes and then, once I find a good scoring one, clicking along the path.', 'Choose a high scoring end node and work to get there.', '",3,TRUE,2
"216",3,63.24,33,"['5', 'arrows\n', 'no', 'random', 'none', '5', 'random', 'random', '",3,TRUE,1
"216",6,46.7,35,"', '5', 'random\n', 'random', 'random', 'no', '5', 'random', 'random', '",3,TRUE,1
"216",9,39.69,32,"', '5\n ', 'random', 'no', 'random', 'no', '5', 'random', 'random', '",2,TRUE,1
"216",12,36.19,38,"', '5', 'random', 'random', 'random', 'random', '5', 'random', 'random', '",2,TRUE,1
"216",15,48.9,41,"', '5', 'random', 'no', 'fixed', 'dont follow me', '5', 'random', 'random', '",2,TRUE,1
"216",18,41.99,34,"', '5', 'random', 'none', 'fixed\n', 'none', '5', 'random', 'random', '",2,TRUE,1
"217",3,296.09,1538,"[""I started by clicking randomly and realised that wouldn't help because I need to have a circle to aim for which has a high reward. I think clicked to see what the nodes are on the route to somewhere else but they're wasted clicks because some of the rewards are so much higher, e.g. +53 compared to -2. So I'm going to try and find the best node to aim for and use the clicks to find it. "", 'Initially I clicked randomly. Then I clicked on the path to try and find what would look the greenest route. Then I clicked on the final destination nodes and that is what I will now use and try and find the highest of them. ', 'No not before but I have a strategy now of finding the highest destination node when the round will close on. ', 'I have only used my current strategy for one round but I got a lot higher score with less risk that I previously had so I think it will work well. ', 'I would advise them to think about the final goal which is scoring the highest node on the final move. This may not be the highest all the time but I think looking at the final move/landing node will be the best chance of achieving the highest score possible. ', 'Maybe up to 5, until I find a final move node that I really like the look of and think is the highest I will be able to achieve. ', 'On the outer most nodes where the rounds will finish because I think they will be the highest scorers or losers so hopefully I will be able to find some big high scorers. ', 'I will use the outer edge nodes where the rounds could finish on and try and find the highest scoring ones. ', '",4,TRUE,2
"217",6,259.36,1172,"', 'I clicked on all the most external nodes which I think was 18 clicks in total. ', ""I clicked on the final nodes the rounds would finish on to check where the highest points will be. I might also have to click on the node just before that if there are two sections that have similar points just to make sure I won't lose a big amount the node before the final one. "", ""I'm clicking on the most outwards nodes so the ones I will finish the round on because I think they will be the biggest winners and I want to know where the big winners will be or the losers to avoid. "", 'I have aimed for the highest scoring nodes and checking them before I move guarantees me avoid the big losers and aim for the big winners even if it costs me a few dollars to check them. ', 'I would say find out the value of all the final node positions and aim for the highest one. ', 'I plan to use 18 clicks per round but I may need an extra 2 if there are 2 nodes with similar values so I can check the node just before them in case one is a big loser. ', 'I plan to click on the outer edge nodes, the ones the rounds will be finishing on. ', 'I will select the most outer edge nodes to find out where the big winners are. ', '",5,TRUE,2
"217",9,206.01,968,"', 'I clicked 18 most of the rounds but sometimes I clicked one or two times more if I was unsure or two winning positions were close to each other in value. ', 'I clicked on the outer edge nodes to try and find the highest value. ', 'Yes I clicked on the outer edge nodes to try and find the highest value. ', ""I think I am aiming for the highest value nodes which is helpful, I am wasting some clicks when I think I've already found the highest value node but I don't mind spending a few dollars just to make sure. "", 'Try and find the highest value nodes on the outer edges of the webs and aim for them. ', 'I plan to use 18 clicks per round and maybe a few extra in some of the rounds to work out the most fruitful route to take. ', 'I plan to click on the outer edge nodes, if I find a high value node quite quickly though I might aim straight for it rather than wasting more clicks checking the others. ', 'I will check all the outer edge nodes and aim for the one that has the highest points. ', '",5,TRUE,2
"217",12,218.99,1174,"', 'Most rounds I did 18 clicks but some of them I did one or two more to double check the route. ', 'I clicked on the outer edge nodes. ', 'I clicked on the outer edge nodes trying to find the highest scores. If two were similar in score I clicked the node just before them to see if either had a hidden big minus next to them. ', 'The highest points available for these last rounds were a lot less than before and so the dollars I was left with were a lot less because the ratio that I was spending on the clicks in the first place was higher. ', 'I would still say to click on the outer edge nodes, find which is highest and aim for that one. If two are similar value then click on the node just before it and choose whichever gives you the best value out of the nodes shown. ', 'I plan to use 18 clicks per round again and maybe one or two more in some of the rounds if I want to double check the path. ', 'I plan to click on the outer edge nodes and some in the one step before if I want to compare the value of the nodes on the path. ', 'I will select the outer edge nodes, try and find the highest value and then sometimes double check the route if two of the outer edge nodes have a similar value. ', '",3,TRUE,2
"217",15,298.32,1700,"', ""I had my limit as 18 clicks but once I found an outer edge node I was happy with the value of, for example over 40, I double checked that there wasn't a big minus just before it and then aimed for it. "", 'I clicked on the outer edge nodes, once I found one I was happy with the value of I double checked the value of the node just before it and then moved towards it. ', 'I clicked on the outer edge nodes, once I found a node value I was happy with I checked the one just before it in case it was a big minus and then I moved towards it. ', 'I think the outer edge nodes were higher value than the previous rounds which left me with less choice and it meant the clicks were more wasted. With these rounds the outer edge nodes were of higher value and once I found a node I was happy with I moved towards it rather than waiting and wasting more clicks. ', ""I would say to click on the outer edge nodes. Once you have found a value you're happy with which should be about over 40 then check the node just before it, if it isn't a really heavy loss move towards them and collect the points. "", ""I plan to use maximum of 18 clicks but I think this will be more like 10, until I have found a value I'd like to accept for the round. "", ""I plan to click on the outer edge nodes still but don't feel the need to check all of them like I did before. Once I have found an outer edge node value I would like to accept then I will check the one just before it and move the spider towards it. "", ""I will select the nodes on the outer edges but I don't feel the need to select all of them. When I have found one I would like to aim for then I will double check the one before it and if that is not a really heavy loss I will make that move. "", '",5,TRUE,2
